via @KiomyAlejandra: Cola en la valle coche direccion la rinconada :29 pm alguien sabe xq?  @traffiCARACAS #PrioridadTránsito,1
"RT @elazzeri54:  amigos que esta pasando subiendo hacia la universidad sta maria y fila de mariches? a esta hora 11,52 no hay pasooooooooo",2
via @cesarLMK_R: #AGMA sin inconvenientes sentido caracas  #Miranda,0
Vía @FMCENTER Despejada la Cota Mil de El Marqués a Boleita.,0
via @Arnaldo_Andre21: @traffiCARACAS .     @trafficVALENCIA La #ARC en sus tramos #Miranda #Aragua y #Carabobo Se mantiene libre en ambos s,0
Vía @NievesFarid chacao bien buena circulacion http://t.co/tWx3bzqaeU,0
"RT @rutransito959: #Arc #Carabobo
Km 133 Al pasar la Polar camión volcado genera cola S/#Valencia",2
vía @paramedicosmtt:  @paramedicosmtt atienden accidente #AFF sentido Oeste altura Los Ruices #Precaución http://t.co/he58JpTI4d  8:47am,2
RT @vortizing: Sigue la gandola volcada en Tazón y aunque la cola empieza en el km 10 vía Coche se supera relativamente rápido @traficovv,2
via @elportuu1047: AGMA con lentitud pasando mampote primera bomba hasta el primer sobre ancho sin novedad  @traffiCARACAS  #Miranda,1
"RT @culturasucre: #Atención 
Restricción de transito
Por desfile de comparsas en El Bulevar La Carlota Jue12 3pm-3:30pm",2
"#ARC tramo #Aragua km76 sentido #CCS colisión simple que genera leve retraso , autoridades en el sitio 7:46am",1
Vía @tiorafm Buena Circulación en el Km 17 de la #PNM sentido #SAA en dirección contraria cola leve. http://t.co/7wa0gLfT1m,1
RT @juancarlosalejo: Av.Sanz 1725 S&gt;SUR con EXCELENTE TRÁNSITO hasta el parque y más allá,0
via @ojuanidawan:  retardo vial hasta pasar segundo puesto de control policial bajando hacia guarenas #PrioridadTránsito,1
via @cesarLMK_R: reportero vial #54 informa sobre un camion de agua accidentado en Km2 de la #PNM  canal lento sentido caracas.   #Miranda,2
via @newscapitalweb: #19F Recomendable la Av. Francisco de Miranda de Petare a Los Dos Caminos 12:47  #Miranda,0
via @jesusvalde69: @traffiCARACAS   cae vehículo por el segundo viaducto dirección la Guaira :50 am #Miranda,1
Vía @FMCENTER complicada la Fajardo de Los Caobos por lo menos hasta San Juan.,2
"#AGMA colisión  entre Spark y Toyota antes del túnel de Turumo entre canal central y lento, autoridades en el sitio 6:35am",1
"via @JesusVMendez: Hace minutos,Colectivo marca Volvo,tipo Autobús, que cubre la ruta Ccs-Puerto la Cruz,calcinado
Carretera Río Chico-El G",0
RT @FMCENTER: Cola en la Cota Mil desde Sebucan hasta El Marqués 5:28 #TrafficCenter,1
"Choque en la Cota Mil, sentido oeste - este, a la altura de Dos Caminos genera fuerte congestión (Foto @jcastro0906) http://t.co/FDMWUeukgn",2
RT @victoria1039fm: 10:25am #ARC: Desde #Caracas hasta #Valencia la Autopista Regional del Centro se encuentra sin novedad en ambos sentidos,0
RT @luisenok: Accidente en avenida bolivar. uregente!!,1
"RT @argenis1033: Gracias @jhoan1347: #Pnm retraso desde el Km. 4 por choque multiple (cuatro vehiculos) frente a la bomba, luego libre hast…",2
"RT @michiortega: Cerrada av fco miranda sentido est-oeste, tomar precauciones",2
"Autopista #Caracas–#LaGuaira con buen desplazamiento en ambos sentidos. 
12:06 p. m.",0
"Libre la Av. Venezuela de El Rosal. 
12:56 p. m.",0
"RT @ElCoctel971: #PNM sentido Los Teques. Sin Cola en Distribuidor La Gaviota,Entrada al IUTRC,Recta Las Minas,Kilómetro 18,Distribuidor Pu…",0
"via @norleysuarez:  @traffiCARACAS fuerte cola autopista ff vía oeste, dsd sta cecilia 2:17 pm #DonaTusMedicamentos",2
Vía @FMCENTER Cola en la Francisco Fajardo de Altamira a la recta de El Rosal.,1
vía @Luis24Palacios:  #AFF rápida del Paraíso al botánico / viceversa #Cola hasta San Juan luego mejora! 12:23pm,1
via @Sandruskiefe:  @trafficvzla  @trafficVZLA a esta hora 4:45 pm #PNM  Libre y valle coche ligera. #PrioridadTránsito,0
"Cerrada avenida Francisco de Miranda en ambos sentidos, desde Bello Campo hasta La Joya http://t.co/9zAFyl8TVM http://t.co/8Ib0emCBe7",2
"RT @MIRANDAACTIVA: Camión accidentado en el km 17 de la #PNM sentido SAA, cola desde Lomas de Urquía.",2
via @vanysok:  el motivo de la cola #Caracas. Es donde era el antiguo peaje motivo de desforestacion ... cola en ambos sentidos fuerte,2
#LTQS en la bajada del Tambor colapsada 5:52pm,2
Vía @TrafficEnLaVia #LTQS Cola bajada del Tambor 6:21pm.,2
RT @victoria1039fm: (1:29 pm) Vía &gt;&gt; @trafico_gv: Cerrada la avenida Francisco de Miranda en ambos sentidos por manifestación #Caracas,2
vía @MaquinaDelAire:  Tránsito lento #Carretera de Baruta a nivel de # HoyoDeLaPuerta hacia La Trinidad 8:58am,1
"Vía @caracas1073fm #Aragua Colisión triple internamente en La Encrucijada, genera congestión en la zona y afecta la ARC sentido #Caracas.",2
"via paleoter010  
#PNM despues del choque en el km 8 SENTIDO #LosTeques , novedad pecado Hasta #SAA 17:00",1
vía @djabellou:  en #PNM d km3 a km0 transito Lento cola corrida via #Caracas #NoHayVao,1
via @YudMera: Cola en la PDE con dirección la Trinidad  comienza dsd la altura del Concresa. :45  @traffiCARACAS #PrioridadTránsito,1
via @cesarLMK_R: El tercer canal de la #PNM ya operativo  #Miranda,0
RT @trafficARC: via @constanmelendez: Tráfico lento dirección Caracas #arc.  Por la altura de Maitana.,1
"RT @ReportGuarico: #Guárico Valle de la Pascua - El Socorro fluidez vehicular, sectores con fuerte deterioro vial.",1
RT @MaquinaDelAire: #Av Urdaneta con #Lentitud en su prolongación en #AmbosSentidos 11:49am,1
vía @TWIRO92:  Cota mil oeste cola7:50  http://t.co/bUY2rHSmih,1
RT @AndresNasserT: Libre GMA ambos sentidos 4:35 pm @traffiCARACAS @EUtrafico @activatecaracas,0
"#AFF con cola después de Puente Hierro hasta Bello Monte. 
9:08 a. m.",2
